geneid	mean_length	median_length	polya_reads_num	count
PH02Gene32415	75.05	63.65	11	15
PH02Gene25650	77.37	90.31	6	9
PH02Gene11631	55.61	50.04	9	15
PH02Gene27599	107.61	108.74	13	16
PH02Gene09821	173.33	173.33	2	2
PH02Gene13693	159.69	159.69	2	2
PH02Gene05196	130.29	116.76	8	11
PH02Gene47596	285.67	285.67	1	2
PH02Gene05422	56.34	56.34	1	2
PH02Gene15035	109.06	78.44	3	6
PH02Gene03680	79.62	66.24	5	8
PH02Gene27218	66.65	48.26	8	12
PH02Gene26927	110.89	111.31	5	6
PH02Gene48293	158.33	170.44	3	3
PH02Gene15428	114.04	88.43	21	37
PH02Gene49737	89.45	77.16	17	22
PH02Gene02460	153.19	151.34	4	7
PH02Gene34582	74.93	66.95	9	25
PH02Gene04419	59.3	61.37	8	8
PH02Gene45534	259.71	259.71	1	2
PH02Gene23543	87.18	83.84	49	69
PH02Gene32339	20.04	20.04	1	2
PH02Gene36071	159.77	182.21	4	4
PH02Gene05096	71.81	69.2	6	6
PH02Gene34588	103.19	97.85	9	13
PH02Gene14575	46.39	45.04	20	28
PH02Gene36078	77.98	51.1	4	5
PH02Gene36473	92.14	95.44	4	4
PH02Gene20463	78.05	67.62	17	24
PH02Gene10743	64.1	71.02	26	38
PH02Gene18855	58.64	52.38	15	20
PH02Gene09222	73.74	55.0	10	10
PH02Gene18861	102.58	102.58	2	2
PH02Gene02408	138.2	138.2	2	2
PH02Gene11288	58.25	58.26	2	2
PH02Gene41260	60.93	53.07	42	55
PH02Gene03755	78.07	58.8	48	59
PH02Gene41492	148.28	152.08	15	21
PH02Gene21866	59.38	59.38	2	2
PH02Gene32672	81.52	66.93	33	46
PH02Gene49951	92.19	99.03	6	7
PH02Gene16826	56.74	56.74	1	1
PH02Gene14625	84.08	95.0	24	28
PH02Gene33257	79.45	83.11	3	6
PH02Gene19450	84.51	84.5	3	4
PH02Gene25078	33.48	34.99	4	4
PH02Gene09218	39.13	39.13	2	2
PH02Gene23643	123.81	130.66	3	5
PH02Gene02583	123.26	123.26	1	1
PH02Gene28719	88.91	86.24	16	18
PH02Gene32329	71.2	63.79	5	9
PH02Gene12242	68.07	65.3	29	35
PH02Gene08153	82.74	72.53	11	16
PH02Gene00193	93.81	83.24	4	6
PH02Gene11983	58.09	58.09	2	2
PH02Gene14438	75.56	76.0	35	45
PH02Gene32717	147.8	153.76	4	5
PH02Gene29257	204.12	204.12	1	1
PH02Gene38669	60.85	59.5	25	47
PH02Gene07297	86.38	98.04	14	17
PH02Gene31942	106.01	87.08	27	34
PH02Gene44863	162.52	163.17	8	14
PH02Gene35360	81.05	73.91	7	9
PH02Gene22620	15.72	15.72	1	1
PH02Gene02165	88.97	88.96	2	4
PH02Gene16315	241.12	241.12	1	1
PH02Gene22219	53.33	53.33	1	1
PH02Gene23446	61.86	43.54	5	5
PH02Gene37499	146.45	176.41	7	12
PH02Gene43102	60.74	57.74	25	29
PH02Gene13004	103.23	95.92	8	10
PH02Gene12507	109.95	118.96	13	16
PH02Gene20772	121.44	102.16	6	8
PH02Gene02106	74.93	53.65	69	91
PH02Gene47407	114.38	116.27	30	40
PH02Gene21645	99.98	65.72	3	4
PH02Gene06923	89.43	83.8	20	31
PH02Gene20887	82.58	71.99	58	67
PH02Gene37211	169.29	179.58	5	5
PH02Gene08883	230.65	230.65	1	1
PH02Gene17490	68.09	58.28	41	54
PH02Gene37394	143.27	200.6	3	4
PH02Gene01466	60.4	52.92	3	3
PH02Gene00922	68.1	54.38	14	18
PH02Gene24649	98.24	94.42	8	10
PH02Gene36638	249.07	249.07	1	3
PH02Gene23115	77.91	55.73	3	3
PH02Gene19586	48.61	40.75	14	18
PH02Gene18595	103.01	88.98	14	18
PH02Gene02684	99.95	88.86	14	18
PH02Gene27351	71.41	66.48	4	5
PH02Gene45668	110.3	113.92	7	9
PH02Gene16672	52.66	54.11	46	52
PH02Gene32982	123.37	123.37	2	5
PH02Gene24669	82.92	77.9	16	23
PH02Gene33175	146.08	137.86	7	11
PH02Gene38029	103.97	112.55	34	47
PH02Gene07995	67.47	56.72	39	46
PH02Gene01574	195.75	195.75	1	2
PH02Gene07960	53.6	50.04	4	5
PH02Gene30183	78.04	65.91	66	89
PH02Gene12407	85.49	75.68	50	67
PH02Gene03035	89.54	81.24	6	9
PH02Gene31001	77.6	71.5	47	70
PH02Gene20219	89.59	89.59	1	1
PH02Gene48777	69.17	69.17	1	3
PH02Gene08154	83.58	78.68	8	8
PH02Gene22133	190.22	190.22	1	1
PH02Gene29575	81.07	75.59	49	70
PH02Gene35436	154.09	145.56	3	4
PH02Gene32680	90.27	97.91	7	7
PH02Gene03814	93.06	101.96	13	17
PH02Gene48620	77.92	70.86	12	16
PH02Gene44916	95.59	84.11	12	15
PH02Gene05504	115.24	93.0	9	15
PH02Gene37660	70.46	69.06	22	32
PH02Gene26228	115.04	148.19	9	10
PH02Gene18678	138.44	138.44	1	1
PH02Gene25350	53.89	40.3	71	87
PH02Gene20868	147.99	147.99	2	2
PH02Gene13686	125.13	122.16	28	33
PH02Gene03973	57.33	41.92	3	4
PH02Gene25372	60.33	51.69	168	235
PH02Gene46285	72.8	65.6	5	6
PH02Gene05671	67.47	58.46	192	244
PH02Gene00241	78.1	79.0	15	20
PH02Gene41819	85.56	72.44	27	40
PH02Gene39424	90.34	90.52	9	11
PH02Gene46121	77.84	68.2	16	18
PH02Gene23773	110.44	100.46	5	8
PH02Gene04292	85.58	84.82	6	8
PH02Gene43585	122.39	127.72	3	8
PH02Gene42510	223.96	223.96	1	2
PH02Gene01518	90.36	88.75	13	15
PH02Gene12537	54.59	54.98	16	17
PH02Gene26151	104.42	92.72	5	5
PH02Gene28231	177.92	177.92	2	3
PH02Gene45122	132.09	101.92	5	6
PH02Gene27630	97.36	107.72	10	13
PH02Gene44957	176.69	176.68	2	5
PH02Gene25139	120.77	123.73	6	8
PH02Gene28863	49.09	49.09	2	3
PH02Gene35266	55.71	49.68	136	188
PH02Gene20493	143.89	141.95	5	7
PH02Gene04606	121.7	121.7	1	1
PH02Gene36722	60.84	56.04	123	167
PH02Gene20059	142.35	142.5	3	4
PH02Gene22970	39.22	37.86	5	6
PH02Gene46779	14.85	14.85	1	1
PH02Gene37086	84.19	84.19	2	5
PH02Gene02852	70.87	70.87	1	1
PH02Gene09916	66.18	46.85	8	8
PH02Gene37452	75.25	85.92	9	11
PH02Gene40098	70.21	61.97	12	17
PH02Gene12484	105.58	92.63	4	7
PH02Gene47312	97.92	98.85	38	53
PH02Gene47286	60.68	47.3	6	9
PH02Gene36399	69.52	81.53	9	13
PH02Gene23803	91.11	81.72	9	9
PH02Gene08893	82.65	73.54	67	91
PH02Gene41597	60.2	69.26	10	15
PH02Gene06110	54.52	54.52	2	2
PH02Gene30933	157.4	157.4	1	2
PH02Gene31483	84.77	77.23	49	62
PH02Gene00067	151.65	148.26	14	17
PH02Gene31341	253.92	253.92	1	1
PH02Gene47387	91.63	102.82	4	7
PH02Gene09640	114.37	96.76	9	11
PH02Gene43296	83.82	68.13	55	71
PH02Gene41465	69.45	52.23	15	20
PH02Gene31459	112.08	107.72	3	4
PH02Gene49999	76.42	68.35	23	30
PH02Gene08629	145.11	107.0	3	4
PH02Gene25618	124.04	117.3	6	6
PH02Gene25596	230.38	230.38	1	1
PH02Gene24899	97.11	104.76	20	28
PH02Gene40639	138.49	147.38	5	6
PH02Gene17261	76.02	66.75	4	8
PH02Gene08285	81.02	81.91	33	43
PH02Gene45965	59.67	65.88	7	12
PH02Gene42949	38.86	38.86	1	3
PH02Gene36724	63.33	63.33	1	1
PH02Gene21020	44.82	44.5	8	10
PH02Gene38346	133.78	95.46	9	14
PH02Gene01324	73.99	68.63	5	8
PH02Gene13952	142.04	133.23	10	11
PH02Gene15231	125.02	122.2	22	27
PH02Gene43951	112.61	98.71	5	8
PH02Gene07349	83.24	73.04	27	38
PH02Gene44858	135.78	135.78	2	6
PH02Gene27225	16.69	16.69	1	3
PH02Gene42911	81.4	78.56	8	9
PH02Gene00831	80.37	62.33	31	34
PH02Gene50693	51.85	51.88	17	24
PH02Gene16281	85.06	83.48	14	16
PH02Gene15719	67.91	59.35	13	16
PH02Gene33172	72.68	68.73	37	49
PH02Gene08256	224.07	224.07	1	1
PH02Gene38953	217.19	217.18	2	5
PH02Gene27299	56.46	50.72	167	222
PH02Gene25443	85.72	93.29	9	10
PH02Gene37833	107.25	111.74	3	4
PH02Gene49099	83.11	78.24	21	31
PH02Gene42193	88.91	65.0	3	6
PH02Gene28751	72.1	84.38	6	15
PH02Gene27065	335.4	335.4	2	3
PH02Gene11100	127.6	155.4	7	12
PH02Gene38013	152.77	133.4	10	12
PH02Gene51048	54.55	54.56	2	5
PH02Gene16808	74.23	92.38	3	4
PH02Gene22964	83.67	84.74	9	10
PH02Gene20259	119.81	110.58	7	7
PH02Gene01360	68.77	64.1	14	21
PH02Gene07174	86.45	83.14	8	12
PH02Gene38453	105.87	86.37	29	33
PH02Gene30488	89.68	78.36	208	292
PH02Gene19698	95.91	105.96	5	8
PH02Gene08176	86.46	78.66	54	83
PH02Gene42589	94.7	84.65	35	46
PH02Gene28893	41.81	41.81	1	1
PH02Gene28877	50.77	48.97	20	27
PH02Gene10568	75.72	59.74	24	36
PH02Gene16045	193.29	193.3	2	3
PH02Gene05619	44.19	37.37	1237	1613
PH02Gene15597	86.54	71.15	85	105
PH02Gene07569	149.56	113.11	5	7
PH02Gene27587	155.5	155.5	1	2
PH02Gene33388	140.68	140.68	1	1
PH02Gene36655	249.92	249.92	1	1
PH02Gene43711	87.52	100.9	3	3
PH02Gene48144	51.24	43.27	5	5
PH02Gene38513	73.03	70.74	26	40
PH02Gene00801	94.68	90.19	12	14
PH02Gene37155	79.15	76.6	209	274
PH02Gene40373	63.77	54.69	9	12
PH02Gene49904	164.12	164.12	1	1
PH02Gene08333	118.33	115.61	6	9
PH02Gene19338	134.29	134.29	1	2
PH02Gene42488	63.99	67.74	8	8
PH02Gene39012	258.04	258.04	1	1
PH02Gene45884	34.12	34.12	1	2
PH02Gene27127	90.81	65.11	5	8
PH02Gene35974	67.49	61.24	6	11
PH02Gene03128	57.67	57.72	28	36
PH02Gene06508	195.85	192.29	7	8
PH02Gene09263	33.73	33.73	1	1
PH02Gene01296	51.83	58.19	17	23
PH02Gene34068	45.49	45.49	2	3
PH02Gene02258	115.74	115.74	2	2
PH02Gene21409	23.72	23.72	1	3
PH02Gene28274	70.93	70.93	2	2
PH02Gene31439	67.99	63.23	70	101
PH02Gene00420	226.34	275.74	21	28
PH02Gene39845	156.25	119.77	3	4
PH02Gene21388	51.91	45.42	63	84
PH02Gene36063	67.48	70.21	10	12
PH02Gene20613	12.48	12.48	1	2
PH02Gene40704	34.84	29.4	8	10
PH02Gene27098	111.41	111.41	1	1
PH02Gene43594	58.05	53.28	4	4
PH02Gene23651	126.94	126.94	2	5
PH02Gene16504	69.5	74.32	86	115
PH02Gene19633	103.55	103.55	1	3
PH02Gene33451	73.8	66.68	174	249
PH02Gene05945	133.48	133.48	1	1
PH02Gene08901	108.11	108.11	1	3
PH02Gene44504	51.14	50.86	52	75
PH02Gene05798	85.35	61.78	12	13
PH02Gene43729	42.11	42.11	1	2
PH02Gene39945	79.64	80.38	10	17
PH02Gene32619	70.99	57.14	10	14
PH02Gene00138	96.56	60.69	5	10
PH02Gene43556	57.39	60.81	8	12
PH02Gene32948	102.8	102.8	2	3
PH02Gene43495	97.34	98.3	18	24
PH02Gene43567	81.05	73.6	35	50
PH02Gene43213	113.57	56.67	7	11
PH02Gene32971	120.84	119.48	7	10
PH02Gene10549	53.87	49.83	23	35
PH02Gene16437	205.88	209.38	5	6
PH02Gene41070	70.73	61.58	311	405
PH02Gene20205	57.42	45.96	31	45
PH02Gene11902	90.21	89.15	16	18
PH02Gene07295	66.31	75.16	5	6
PH02Gene28785	57.96	57.96	2	5
PH02Gene41073	57.85	40.24	21	31
PH02Gene02243	172.52	177.41	27	28
PH02Gene10391	84.0	84.0	1	2
PH02Gene44390	76.49	70.08	10	15
PH02Gene02990	105.88	105.88	2	2
PH02Gene36083	95.31	101.36	13	16
PH02Gene47632	93.14	93.14	2	3
PH02Gene12575	55.88	55.88	2	3
PH02Gene00609	109.59	116.59	7	10
PH02Gene14144	144.64	116.11	9	14
PH02Gene48192	185.28	185.28	1	2
PH02Gene34202	204.12	202.78	4	9
PH02Gene46316	67.92	62.96	12	15
PH02Gene34708	77.24	85.76	5	7
PH02Gene38929	73.24	36.59	10	12
PH02Gene35171	47.78	40.54	5	6
PH02Gene30172	134.82	72.52	7	10
PH02Gene13972	43.94	39.23	5	6
PH02Gene18656	121.58	118.28	9	15
PH02Gene08309	132.4	108.83	11	15
PH02Gene29960	125.2	125.2	2	3
PH02Gene31121	95.07	91.23	5	8
PH02Gene18671	72.8	77.17	3	6
PH02Gene17439	242.72	242.72	1	3
PH02Gene38227	69.18	71.53	12	16
PH02Gene22940	69.85	69.85	2	2
PH02Gene06954	127.29	120.35	30	38
PH02Gene27024	44.07	44.07	1	1
PH02Gene06326	42.66	43.56	10	12
PH02Gene40493	38.53	34.84	6	9
PH02Gene20601	42.02	42.02	2	2
PH02Gene06406	108.42	120.39	13	16
PH02Gene16180	285.37	285.37	1	1
PH02Gene08824	63.18	59.61	173	250
PH02Gene04342	38.07	38.07	1	2
PH02Gene06056	69.65	52.43	19	26
PH02Gene46819	108.42	108.68	4	7
PH02Gene02943	13.38	13.38	1	1
PH02Gene30368	54.43	60.81	3	7
PH02Gene28656	61.04	61.04	2	2
PH02Gene01363	35.37	35.37	1	3
PH02Gene43760	90.08	95.35	55	70
PH02Gene05085	91.24	72.41	8	11
PH02Gene46857	66.02	55.13	79	99
PH02Gene03139	55.13	46.42	36	47
PH02Gene26550	90.69	79.76	15	18
PH02Gene19670	71.62	69.52	9	14
PH02Gene02264	56.83	53.55	9	11
PH02Gene08101	68.11	74.77	3	4
PH02Gene23701	71.6	65.07	23	36
PH02Gene42523	67.47	60.86	590	785
PH02Gene38868	95.57	68.43	5	7
PH02Gene15563	6.55	6.55	1	2
PH02Gene15362	139.5	139.5	2	2
PH02Gene23008	153.03	135.6	5	7
PH02Gene20093	30.45	32.3	5	6
PH02Gene43589	78.6	78.6	1	2
PH02Gene01540	39.36	39.36	1	1
PH02Gene43473	92.65	101.44	3	8
PH02Gene18745	66.27	55.94	20	21
PH02Gene03617	118.38	129.06	4	5
PH02Gene46150	75.36	86.59	7	8
PH02Gene10334	78.04	70.74	6	7
PH02Gene43697	48.91	37.31	15	20
PH02Gene47958	102.19	98.34	66	83
PH02Gene21120	58.38	52.64	182	225
PH02Gene08313	109.18	87.85	61	76
PH02Gene44670	133.44	133.44	2	4
PH02Gene22578	88.11	88.11	1	2
PH02Gene23045	48.5	43.84	10	12
PH02Gene38909	58.15	40.07	27	36
PH02Gene46134	58.1	51.03	12	13
PH02Gene01620	149.65	142.81	3	3
PH02Gene43521	120.01	112.58	3	6
PH02Gene31015	191.49	195.74	4	5
PH02Gene46185	77.68	77.84	3	6
PH02Gene49870	159.3	159.3	1	1
PH02Gene44308	64.92	65.87	14	16
PH02Gene43460	184.64	184.64	1	2
PH02Gene16795	94.09	103.19	5	6
PH02Gene13254	87.19	87.2	2	2
PH02Gene27892	84.26	92.04	17	22
PH02Gene08352	98.25	90.21	3	3
PH02Gene32133	101.08	85.78	7	9
PH02Gene26064	42.64	42.64	2	3
PH02Gene04164	146.78	123.17	3	3
PH02Gene10998	85.4	61.56	13	18
PH02Gene27286	104.58	97.58	26	37
PH02Gene34807	131.85	160.41	5	7
PH02Gene41323	92.38	92.38	1	1
PH02Gene06724	107.48	107.48	1	2
PH02Gene02131	127.82	123.64	13	17
PH02Gene28031	148.94	170.73	7	12
PH02Gene49662	85.39	85.39	2	3
PH02Gene45182	173.19	181.09	13	16
PH02Gene07346	146.36	133.88	5	5
PH02Gene35404	151.0	149.76	4	6
PH02Gene10087	216.45	216.45	1	1
PH02Gene50809	123.12	123.12	1	1
PH02Gene34547	71.76	99.82	3	3
PH02Gene13656	43.12	43.12	1	1
PH02Gene18246	103.38	102.2	12	18
PH02Gene31866	57.66	47.12	531	711
PH02Gene19471	119.68	153.14	11	23
PH02Gene31955	78.01	74.11	19	26
PH02Gene09562	88.6	91.12	5	6
PH02Gene09646	64.33	64.39	23	29
PH02Gene23794	68.19	54.74	74	97
PH02Gene02444	99.68	102.25	9	12
PH02Gene06851	73.8	68.82	10	15
PH02Gene07062	102.51	75.94	3	3
PH02Gene12888	80.96	68.88	57	71
PH02Gene21679	123.95	100.34	12	17
PH02Gene21433	89.46	66.44	58	85
PH02Gene49226	183.23	182.46	15	20
PH02Gene34248	54.95	54.95	2	2
PH02Gene07357	127.42	127.42	2	3
PH02Gene00440	68.12	68.12	2	3
PH02Gene49260	98.72	83.96	13	17
PH02Gene06560	136.78	142.19	8	9
PH02Gene10721	157.89	180.79	5	7
PH02Gene23989	118.06	121.3	20	25
PH02Gene30191	59.64	59.42	5	8
PH02Gene37208	22.12	22.12	1	1
PH02Gene39899	68.24	61.9	383	494
PH02Gene16311	120.46	138.62	12	13
PH02Gene47447	151.02	158.38	4	5
PH02Gene32558	99.33	101.98	7	9
PH02Gene03790	86.83	85.23	49	63
PH02Gene08518	73.26	65.28	11	13
PH02Gene14276	33.06	23.54	4	4
PH02Gene20888	94.46	94.46	1	1
PH02Gene12772	122.4	122.4	2	4
PH02Gene25944	68.87	66.91	89	128
PH02Gene41348	81.56	81.56	1	1
PH02Gene35285	106.73	100.58	13	16
PH02Gene18227	75.93	60.82	5	6
PH02Gene47962	65.09	67.76	13	22
PH02Gene10078	88.86	81.92	9	10
PH02Gene43458	64.03	64.03	2	4
PH02Gene18481	63.57	55.04	11	11
PH02Gene05517	108.27	123.26	3	4
PH02Gene25370	52.88	45.64	6133	8539
PH02Gene50266	90.87	90.87	1	1
PH02Gene29085	197.56	197.56	2	4
PH02Gene05065	33.68	30.97	4	5
PH02Gene04248	96.79	97.19	12	15
PH02Gene14878	76.92	71.91	50	69
PH02Gene19571	121.81	121.81	1	1
PH02Gene12734	80.57	66.13	121	172
PH02Gene13308	72.11	93.64	5	10
PH02Gene18811	173.61	219.82	5	5
PH02Gene11266	82.5	90.4	7	10
PH02Gene39608	106.17	118.29	5	7
PH02Gene06395	118.34	100.89	8	10
PH02Gene46859	280.94	323.84	4	4
PH02Gene42954	59.32	51.89	4	5
PH02Gene45327	67.44	67.44	1	1
PH02Gene23465	105.16	105.16	2	3
PH02Gene01380	87.34	76.31	25	31
PH02Gene23681	91.98	76.3	29	37
PH02Gene35174	150.15	176.85	9	13
PH02Gene33699	101.7	85.16	47	57
PH02Gene17340	119.65	107.25	32	42
PH02Gene39561	109.12	113.38	4	4
PH02Gene46666	158.96	158.96	1	1
PH02Gene19768	108.85	108.85	1	2
PH02Gene01409	50.91	50.91	1	1
PH02Gene31640	34.54	30.8	6	9
PH02Gene32434	58.07	63.04	23	31
PH02Gene46039	142.69	142.7	2	3
PH02Gene40653	65.78	60.26	4	6
PH02Gene21331	107.28	107.28	1	3
PH02Gene01751	77.41	95.65	7	7
PH02Gene15441	120.45	120.45	2	3
PH02Gene42376	65.09	50.03	101	134
PH02Gene08087	41.86	41.86	2	2
PH02Gene06385	106.15	106.15	1	1
PH02Gene22685	123.7	169.7	3	4
PH02Gene09112	71.52	62.07	126	153
PH02Gene28310	66.55	82.88	5	8
PH02Gene15139	174.0	174.0	1	2
PH02Gene17928	67.55	69.78	5	6
PH02Gene09166	94.8	95.54	6	6
PH02Gene33806	201.56	201.56	2	2
PH02Gene10540	189.68	189.68	1	1
PH02Gene30224	138.14	142.48	21	40
PH02Gene42877	138.79	142.23	6	6
PH02Gene38284	100.22	100.22	1	1
PH02Gene22500	75.58	74.09	101	123
PH02Gene00748	101.12	101.12	1	1
PH02Gene13990	90.92	95.38	22	30
PH02Gene45013	158.21	171.52	3	6
PH02Gene25083	61.74	67.54	12	15
PH02Gene21137	76.85	75.04	13	20
PH02Gene02674	77.47	50.46	10	12
PH02Gene43536	80.38	74.48	5	5
PH02Gene19624	82.84	76.19	59	81
PH02Gene27517	59.72	62.24	40	51
PH02Gene37545	211.27	211.07	5	7
PH02Gene07391	77.31	87.06	6	9
PH02Gene39629	147.98	147.15	3	5
PH02Gene41515	84.0	62.0	17	21
PH02Gene24128	136.91	149.18	6	7
PH02Gene46417	97.64	87.99	4	4
PH02Gene12442	58.26	57.32	4	4
PH02Gene19102	44.95	44.95	2	2
PH02Gene40826	92.97	92.97	2	2
PH02Gene02883	62.05	57.02	12	22
PH02Gene45168	45.72	37.98	8	8
PH02Gene01390	42.83	33.44	8	14
PH02Gene11883	70.32	60.09	3	3
PH02Gene49083	65.76	65.76	1	1
PH02Gene04887	122.1	112.5	26	35
PH02Gene16069	92.74	70.12	13	17
PH02Gene01313	147.15	149.42	7	9
PH02Gene31239	102.65	104.79	9	13
PH02Gene09195	101.55	111.4	4	5
PH02Gene25592	218.27	224.25	4	4
PH02Gene18308	163.22	163.22	2	3
PH02Gene07574	59.61	59.6	2	3
PH02Gene25899	69.18	69.18	2	2
PH02Gene50873	28.57	28.57	2	2
PH02Gene29284	151.09	151.2	4	9
PH02Gene01285	85.52	85.52	1	1
PH02Gene48402	72.36	72.36	1	1
PH02Gene29170	90.4	84.4	6	11
PH02Gene50307	84.1	76.85	15	19
PH02Gene17917	79.42	77.13	30	35
PH02Gene44415	99.96	97.35	5	6
PH02Gene42057	62.5	55.3	70	97
PH02Gene17244	90.21	77.85	6	7
PH02Gene04355	84.79	82.04	112	156
PH02Gene19929	47.88	47.88	2	2
PH02Gene30103	99.29	101.7	27	32
PH02Gene38650	70.31	48.96	54	78
PH02Gene30648	112.92	98.43	10	12
PH02Gene05431	74.16	66.33	163	194
PH02Gene25905	41.46	40.76	4	4
PH02Gene06042	67.41	70.64	9	15
PH02Gene04091	58.74	59.97	11	15
PH02Gene07012	67.1	65.72	67	76
PH02Gene17895	88.3	76.74	12	19
PH02Gene47637	106.66	109.53	9	11
PH02Gene40450	115.76	115.76	1	1
PH02Gene02815	112.39	97.08	27	35
PH02Gene08801	42.07	42.07	2	3
PH02Gene43113	625.73	625.73	1	1
PH02Gene49311	68.33	62.0	39	55
PH02Gene45439	92.97	86.57	48	69
PH02Gene07303	142.69	142.69	1	1
PH02Gene03889	84.96	86.42	17	21
PH02Gene37056	68.03	56.07	17	24
PH02Gene32626	59.83	55.53	10	15
PH02Gene22574	116.84	115.91	7	9
PH02Gene46372	132.87	112.96	19	22
PH02Gene28083	111.58	111.58	1	1
PH02Gene09231	80.07	68.04	10	16
PH02Gene17674	58.43	53.44	4	4
PH02Gene06973	40.82	38.81	20	21
PH02Gene03864	74.4	78.82	6	6
PH02Gene08147	65.25	65.26	2	2
PH02Gene08112	67.75	37.48	3	3
PH02Gene17071	72.73	75.54	19	30
PH02Gene01141	74.83	74.1	135	167
PH02Gene35802	94.06	84.74	236	338
PH02Gene13551	58.89	45.42	111	138
PH02Gene08075	49.86	49.86	1	3
PH02Gene06579	52.4	49.04	3	8
PH02Gene35663	142.79	137.04	3	3
PH02Gene18048	157.74	178.2	7	10
PH02Gene18713	81.66	83.36	38	52
PH02Gene36686	91.5	91.5	1	1
PH02Gene35633	131.97	141.42	24	27
PH02Gene14866	140.03	140.03	1	1
PH02Gene32454	21.75	21.75	1	1
PH02Gene30212	100.39	88.81	71	90
PH02Gene31424	244.24	275.34	5	6
PH02Gene30164	48.36	43.53	7	9
PH02Gene07714	82.53	82.53	1	4
PH02Gene31186	61.19	55.72	30	41
PH02Gene00333	191.29	185.23	7	7
PH02Gene18987	176.87	161.44	11	19
PH02Gene31510	79.39	82.25	5	5
PH02Gene41903	101.34	116.02	22	27
PH02Gene18464	79.89	70.03	99	139
PH02Gene00348	36.91	36.92	2	7
PH02Gene34024	100.1	100.1	2	2
PH02Gene06070	69.19	58.81	23	33
PH02Gene07974	62.21	67.1	10	11
PH02Gene40636	24.05	24.05	2	3
PH02Gene20829	78.7	85.16	6	9
PH02Gene16383	144.0	144.0	1	1
PH02Gene21996	82.91	83.38	123	158
PH02Gene26832	46.72	43.56	4	4
PH02Gene24780	105.88	90.1	6	8
PH02Gene29093	39.96	39.96	1	1
PH02Gene36034	139.77	132.0	7	8
PH02Gene43829	71.14	78.78	3	4
PH02Gene27764	115.68	85.04	9	13
PH02Gene13620	91.16	76.2	41	50
PH02Gene27401	69.52	69.52	1	1
PH02Gene22346	86.62	72.0	20	25
PH02Gene13365	160.44	160.44	2	4
PH02Gene26829	105.83	61.85	5	6
PH02Gene25487	97.24	55.54	3	4
PH02Gene37592	109.3	103.72	4	5
PH02Gene22950	128.66	128.66	2	3
PH02Gene29046	169.51	169.52	2	2
PH02Gene38459	84.76	86.75	15	24
PH02Gene45413	87.49	87.49	2	2
PH02Gene34168	133.85	133.85	1	1
PH02Gene22913	61.69	63.13	11	16
PH02Gene41988	62.66	50.48	19	27
PH02Gene20395	213.93	211.48	3	4
PH02Gene13962	156.7	156.7	2	3
PH02Gene26978	107.65	102.82	3	4
PH02Gene30049	106.11	106.11	1	1
PH02Gene03470	83.1	77.12	43	54
PH02Gene47718	95.94	109.89	3	4
PH02Gene06011	37.09	37.09	1	1
PH02Gene24261	217.89	217.9	2	2
PH02Gene11187	133.29	162.36	5	7
PH02Gene31367	55.2	47.24	9	10
PH02Gene04715	80.92	88.48	6	6
PH02Gene48993	132.1	132.1	2	2
PH02Gene10756	100.66	102.78	6	7
PH02Gene13165	119.01	100.39	11	15
PH02Gene12738	106.02	102.71	18	21
PH02Gene14500	62.57	25.85	4	6
PH02Gene50670	147.07	122.42	3	5
PH02Gene05410	80.21	83.46	4	6
PH02Gene31828	116.52	96.84	28	36
PH02Gene40864	55.04	57.86	15	22
PH02Gene20176	202.82	202.82	2	2
PH02Gene40431	136.51	117.51	4	5
PH02Gene09245	84.36	84.36	2	5
PH02Gene39360	101.23	106.75	5	9
PH02Gene41374	72.63	61.07	45	59
PH02Gene46215	107.85	98.66	5	6
PH02Gene39278	109.0	109.0	1	1
PH02Gene41983	75.66	69.1	32	40
PH02Gene06261	96.46	96.46	1	1
PH02Gene41596	60.47	49.3	20	27
PH02Gene30976	74.69	63.65	30	36
PH02Gene16842	205.02	218.42	7	8
PH02Gene18058	142.44	147.43	5	6
PH02Gene20316	53.71	36.5	7	9
PH02Gene07072	125.23	118.6	49	66
PH02Gene08340	111.03	111.04	2	2
PH02Gene46937	231.7	231.7	1	1
PH02Gene20780	157.93	155.28	7	10
PH02Gene47597	100.99	89.84	123	166
PH02Gene28665	58.26	52.68	122	173
PH02Gene27526	76.75	79.63	7	9
PH02Gene34835	52.46	38.56	8	9
PH02Gene20677	56.75	62.92	4	4
PH02Gene49987	41.17	41.17	1	1
PH02Gene45954	98.25	101.28	13	17
PH02Gene16729	66.73	64.0	27	32
PH02Gene00505	73.89	74.54	9	11
PH02Gene30584	96.38	93.2	13	17
PH02Gene12362	121.55	112.21	7	13
PH02Gene20821	124.68	115.92	10	15
PH02Gene15777	62.34	61.29	3	3
PH02Gene08788	76.46	68.72	6	9
PH02Gene51011	67.85	55.98	22	27
PH02Gene24123	70.58	70.58	2	3
PH02Gene10480	22.72	22.72	1	1
PH02Gene18594	226.68	245.77	9	11
PH02Gene15917	98.31	98.32	2	3
PH02Gene08776	65.6	65.6	1	1
PH02Gene11558	65.15	65.15	1	1
PH02Gene31469	70.21	62.59	8	11
PH02Gene21066	98.64	98.64	2	4
PH02Gene02098	81.0	81.0	1	1
PH02Gene49291	98.27	103.7	4	8
PH02Gene08337	72.82	72.82	1	1
PH02Gene27085	51.75	50.58	15	20
PH02Gene48868	74.42	83.52	5	5
